订单ID,日期,年,月,日,季度,商品类别,子类别,商品名称,单价,数量,折扣率,总价,顾客ID,顾客姓名,省份,城市,地址,店铺,评分,支付方式,配送时间(天)
ORD-20240825-07790,2024-08-25,2024,8,25,3,珠宝,常规,珠宝商品38,844.09,2,1.0,1688.18,CUST-36239,牟丹丹,上海市,黄浦区,西藏自治区兴安盟市崇文海口路m座 369283,艾提科信信息有限公司电商店铺,5,货到付款,9
ORD-20230920-07791,2023-09-20,2023,9,20,3,运动,常规,运动商品54,247.29,1,1.0,247.29,CUST-41658,黄娜,湖南省,株洲市,黑龙江省福州县山亭重庆路u座 247002,凌云网络有限公司电商店铺,2,货到付款,4
ORD-20240905-07792,2024-09-05,2024,9,5,3,玩具,常规,玩具商品94,1249.25,1,1.0,1249.25,CUST-59809,郑婷,浙江省,湖州市,广东省刚市双滦胡街k座 182850,数字100信息有限公司电商店铺,5,银联,6
ORD-20230106-07793,2023-01-06,2023,1,6,1,图书,常规,图书商品18,523.2,2,1.0,1046.4,CUST-60725,龙楠,河南省,洛阳市,内蒙古自治区南宁市门头沟深圳路d座 916050,创亿网络有限公司电商店铺,4,货到付款,6
ORD-20220625-07794,2022-06-25,2022,6,25,2,母婴,常规,母婴商品89,553.3,2,1.0,1106.6,CUST-79638,岳淑英,浙江省,湖州市,陕西省辽阳县涪城南宁路N座 488364,华远软件网络有限公司电商店铺,2,信用卡,8
ORD-20230220-07795,2023-02-20,2023,2,20,1,食品,常规,食品商品33,587.83,1,0.84,493.78,CUST-68112,廖芳,湖北省,黄石市,青海省宁德市城北陈路L座 892900,华远软件信息有限公司电商店铺,4,货到付款,6
ORD-20221122-07796,2022-11-22,2022,11,22,4,母婴,常规,母婴商品75,981.32,4,1.0,3925.28,CUST-36513,戴丽华,广东省,广州市,山东省成都市清城六盘水路v座 413321,时空盒数字信息有限公司电商店铺,3,微信支付,7
ORD-20220702-07797,2022-07-02,2022,7,2,3,珠宝,常规,珠宝商品10,1599.26,1,1.0,1599.26,CUST-99248,胡俊,江苏省,南京市,河北省潮州市上街秦街g座 834410,华远软件传媒有限公司电商店铺,3,微信支付,4
ORD-20241231-07798,2024-12-31,2024,12,31,4,玩具,常规,玩具商品31,349.3,1,1.0,349.3,CUST-23185,阎建军,上海市,虹口区,海南省桂芝市友好哈尔滨街N座 997432,同兴万点网络有限公司电商店铺,4,货到付款,8
ORD-20240926-07799,2024-09-26,2024,9,26,3,运动,常规,运动商品87,485.78,1,0.75,364.33,CUST-14531,王兰英,山东省,潍坊市,贵州省强市友好武汉路J座 902578,时空盒数字信息有限公司电商店铺,4,支付宝,4
ORD-20221211-07800,2022-12-11,2022,12,11,4,运动,常规,运动商品93,1081.67,1,0.72,778.8,CUST-92062,段想,浙江省,湖州市,安徽省晶县沙市杜街C座 642299,鑫博腾飞信息有限公司电商店铺,5,银联,7
ORD-20240813-07801,2024-08-13,2024,8,13,3,珠宝,常规,珠宝商品32,365.23,1,1.0,365.23,CUST-63806,周玲,山东省,济南市,江苏省齐齐哈尔市双滦海门街W座 122154,维涛网络有限公司电商店铺,4,支付宝,6
ORD-20220823-07802,2022-08-23,2022,8,23,3,图书,常规,图书商品12,1460.62,7,0.85,8690.69,CUST-18121,吕磊,山东省,青岛市,河南省济南市平山昆明路j座 727906,兰金电子科技有限公司电商店铺,5,支付宝,5
ORD-20240302-07803,2024-03-02,2024,3,2,1,珠宝,常规,珠宝商品6,1463.81,1,1.0,1463.81,CUST-53808,陈利,江苏省,苏州市,上海市莉市崇文甘路J座 656714,联通时科信息有限公司电商店铺,5,支付宝,4
ORD-20230414-07804,2023-04-14,2023,4,14,2,服装,连衣裙,针织连衣裙,699.36,1,0.82,573.48,CUST-25068,阎雪梅,湖南省,长沙市,浙江省北京县孝南辽阳路W座 542697,华远软件信息有限公司电商店铺,2,微信支付,4
ORD-20230724-07805,2023-07-24,2023,7,24,3,玩具,常规,玩具商品34,1294.75,1,0.93,1204.12,CUST-15180,陆莉,江苏省,南京市,宁夏回族自治区南昌市海陵关街T座 359185,鑫博腾飞信息有限公司电商店铺,4,货到付款,10
ORD-20221213-07806,2022-12-13,2022,12,13,4,母婴,常规,母婴商品79,304.27,2,0.83,505.09,CUST-89685,李宇,湖北省,武汉市,辽宁省静市璧山顾街A座 561501,创亿网络有限公司电商店铺,3,支付宝,10
ORD-20220804-07807,2022-08-04,2022,8,4,3,玩具,常规,玩具商品78,550.0,3,0.8,1320.0,CUST-28045,任帅,四川省,南充市,安徽省淮安市徐汇王路L座 529503,维涛网络有限公司电商店铺,3,信用卡,8
ORD-20231112-07808,2023-11-12,2023,11,12,4,母婴,常规,母婴商品23,1524.62,1,0.77,1173.96,CUST-81664,高建军,湖南省,长沙市,台湾省汕尾县兴山马鞍山街z座 855004,晖来计算机传媒有限公司电商店铺,4,支付宝,10
ORD-20240616-07809,2024-06-16,2024,6,16,2,玩具,常规,玩具商品72,518.34,1,1.0,518.34,CUST-86635,金洋,北京市,海淀区,贵州省梅县花溪王路V座 228683,新格林耐特科技有限公司电商店铺,3,银联,5
ORD-20240319-07810,2024-03-19,2024,3,19,1,图书,常规,图书商品29,465.85,1,1.0,465.85,CUST-95910,王桂英,湖南省,长沙市,河北省关岭县兴山天津街d座 524942,双敏电子传媒有限公司电商店铺,4,支付宝,1
ORD-20221228-07811,2022-12-28,2022,12,28,4,图书,常规,图书商品85,266.01,1,1.0,266.01,CUST-36969,王璐,四川省,绵阳市,江西省银川县永川柴路Z座 359786,艾提科信信息有限公司电商店铺,4,支付宝,3
ORD-20230925-07812,2023-09-25,2023,9,25,3,珠宝,常规,珠宝商品17,82.97,1,1.0,82.97,CUST-52728,郝凯,四川省,德阳市,宁夏回族自治区天津县房山海门街C座 321382,中建创业信息有限公司电商店铺,3,银联,2
ORD-20220701-07813,2022-07-01,2022,7,1,3,电子产品,耳机,华为FreeBuds Pro 2,8274.04,1,0.76,6288.27,CUST-94819,杨勇,山东省,济南市,重庆市梅市金平易路h座 194470,精芯科技有限公司电商店铺,5,微信支付,8
ORD-20230322-07814,2023-03-22,2023,3,22,1,家居,家具,书架,4690.0,1,1.0,4690.0,CUST-12772,龚琳,湖南省,株洲市,江苏省成都市大兴太原路s座 768756,通际名联传媒有限公司电商店铺,3,支付宝,4
ORD-20230517-07815,2023-05-17,2023,5,17,2,玩具,常规,玩具商品85,481.91,2,0.75,722.87,CUST-74027,张涛,湖南省,长沙市,青海省武汉县城北沈街z座 367010,新格林耐特科技有限公司电商店铺,4,微信支付,6
ORD-20230311-07816,2023-03-11,2023,3,11,1,电子产品,相机,松下GH6,9851.49,1,0.71,6994.56,CUST-88875,刘健,上海市,徐汇区,黑龙江省涛县永川东莞路p座 766533,趋势信息有限公司电商店铺,5,微信支付,4
ORD-20220219-07817,2022-02-19,2022,2,19,1,玩具,常规,玩具商品50,1671.31,5,1.0,8356.55,CUST-12576,张凤英,河南省,开封市,澳门特别行政区欣市永川大冶街z座 557255,创联世纪网络有限公司电商店铺,4,银联,8
ORD-20230109-07818,2023-01-09,2023,1,9,1,服装,鞋子,运动鞋,402.2,4,1.0,1608.8,CUST-31980,高秀芳,广东省,珠海市,湖南省旭市双滦银川路i座 673224,时空盒数字信息有限公司电商店铺,3,信用卡,3
ORD-20240211-07819,2024-02-11,2024,2,11,1,图书,常规,图书商品43,1232.59,2,0.81,1996.8,CUST-62034,刘瑞,山东省,济南市,贵州省荆门市孝南澳门街s座 825125,创联世纪网络有限公司电商店铺,5,银联,9
ORD-20220507-07820,2022-05-07,2022,5,7,2,玩具,常规,玩具商品37,1707.43,1,1.0,1707.43,CUST-78420,杨东,湖南省,长沙市,福建省杭州市永川秦路V座 157167,艾提科信信息有限公司电商店铺,4,银联,6
ORD-20220614-07821,2022-06-14,2022,6,14,2,服装,鞋子,靴子,450.68,1,0.53,238.86,CUST-41363,宋成,广东省,珠海市,内蒙古自治区倩县西夏陈街l座 431420,华远软件信息有限公司电商店铺,5,支付宝,8
ORD-20220525-07822,2022-05-25,2022,5,25,2,电子产品,音响,JBL Flip 6,1037.6,1,1.0,1037.6,CUST-54747,张桂兰,四川省,德阳市,上海市拉萨县沈北新谭路b座 393649,创亿传媒有限公司电商店铺,4,信用卡,2
ORD-20230710-07823,2023-07-10,2023,7,10,3,运动,常规,运动商品35,351.11,2,1.0,702.22,CUST-89827,张飞,山东省,烟台市,河北省琳市崇文周路C座 683740,数字100信息有限公司电商店铺,5,货到付款,9
ORD-20221022-07824,2022-10-22,2022,10,22,4,家居,装饰品,挂画,3687.21,1,1.0,3687.21,CUST-43860,许林,江苏省,苏州市,安徽省沈阳市双滦惠州路j座 966909,立信电子信息有限公司电商店铺,4,微信支付,3
ORD-20220916-07825,2022-09-16,2022,9,16,3,电子产品,电脑,MacBook Pro,6796.53,3,1.0,20389.59,CUST-70607,李博,河南省,新乡市,山西省成都县双滦巢湖路h座 617866,兰金电子传媒有限公司电商店铺,5,支付宝,8
ORD-20221205-07826,2022-12-05,2022,12,5,4,家居,灯具,吊灯,1083.47,5,1.0,5417.35,CUST-46682,王莹,四川省,宜宾市,新疆维吾尔自治区娟市永川楚路g座 195968,双敏电子传媒有限公司电商店铺,3,银联,8
ORD-20230615-07827,2023-06-15,2023,6,15,2,运动,常规,运动商品15,846.04,1,0.65,549.93,CUST-67360,周玲,山东省,烟台市,宁夏回族自治区丹丹市南溪许路t座 986696,易动力传媒有限公司电商店铺,3,银联,7
ORD-20220919-07828,2022-09-19,2022,9,19,3,电子产品,音响,JBL Flip 6,3922.82,2,0.75,5884.23,CUST-94313,刘桂香,河南省,许昌市,辽宁省岩市东丽深圳街A座 771511,黄石金承科技有限公司电商店铺,3,货到付款,7
ORD-20220212-07829,2022-02-12,2022,2,12,1,电子产品,相机,尼康Z9,4803.11,1,1.0,4803.11,CUST-82903,赵玉兰,河南省,郑州市,湖南省六盘水市东城福州路C座 968162,凌云科技有限公司电商店铺,5,支付宝,9
ORD-20220305-07830,2022-03-05,2022,3,5,1,美妆,常规,美妆商品81,1726.6,1,0.93,1605.74,CUST-16198,马建华,河南省,新乡市,上海市玉梅市沙市关岭路o座 693358,趋势信息有限公司电商店铺,5,银联,3
ORD-20220129-07831,2022-01-29,2022,1,29,1,食品,常规,食品商品56,780.63,1,0.83,647.92,CUST-14176,李宇,上海市,黄浦区,四川省平县华龙永安路a座 311133,天开网络有限公司电商店铺,5,微信支付,9
ORD-20231007-07832,2023-10-07,2023,10,7,4,母婴,常规,母婴商品96,1001.02,1,1.0,1001.02,CUST-82704,李桂珍,上海市,静安区,西藏自治区重庆县永川天津路V座 514920,银嘉信息有限公司电商店铺,4,信用卡,2
ORD-20240419-07833,2024-04-19,2024,4,19,2,图书,常规,图书商品83,967.59,4,0.75,2902.77,CUST-31188,吴玉英,湖北省,襄阳市,陕西省宜都市牧野合山街U座 521502,银嘉信息有限公司电商店铺,3,货到付款,6
ORD-20240213-07834,2024-02-13,2024,2,13,1,玩具,常规,玩具商品30,161.04,1,1.0,161.04,CUST-81474,黄雪,广东省,东莞市,广西壮族自治区济南市淄川潜江路V座 120396,创联世纪网络有限公司电商店铺,4,支付宝,1
ORD-20220527-07835,2022-05-27,2022,5,27,2,美妆,常规,美妆商品80,1096.68,1,1.0,1096.68,CUST-10651,唐欢,广东省,深圳市,天津市辽阳市清城济南街E座 600663,同兴万点网络有限公司电商店铺,4,货到付款,6
ORD-20240414-07836,2024-04-14,2024,4,14,2,图书,常规,图书商品14,1592.74,2,1.0,3185.48,CUST-58794,顾东,上海市,黄浦区,甘肃省石家庄县蓟州汕尾路L座 126373,创联世纪网络有限公司电商店铺,5,银联,3
ORD-20240109-07837,2024-01-09,2024,1,9,1,图书,常规,图书商品34,406.64,2,1.0,813.28,CUST-47078,杨丽娟,上海市,黄浦区,山西省飞县普陀高路F座 874354,彩虹传媒有限公司电商店铺,1,信用卡,4
ORD-20220205-07838,2022-02-05,2022,2,5,1,美妆,常规,美妆商品93,780.32,1,0.56,436.98,CUST-28743,张刚,浙江省,宁波市,山西省萍县海陵迟路P座 171298,趋势信息有限公司电商店铺,5,货到付款,9
ORD-20220218-07839,2022-02-18,2022,2,18,1,家居,厨具,刀具,3952.26,3,1.0,11856.78,CUST-84057,樊莹,广东省,深圳市,福建省秀云市房山杨街q座 975505,同兴万点信息有限公司电商店铺,3,支付宝,4
ORD-20220715-07840,2022-07-15,2022,7,15,3,珠宝,常规,珠宝商品11,35.62,2,1.0,71.24,CUST-65744,王建国,四川省,德阳市,河北省北镇市牧野北镇路B座 139374,数字100信息有限公司电商店铺,3,信用卡,2
ORD-20240224-07841,2024-02-24,2024,2,24,1,美妆,常规,美妆商品62,313.34,1,1.0,313.34,CUST-42429,杨凯,湖南省,株洲市,江苏省丽娟县南长李路i座 413927,商软冠联科技有限公司电商店铺,4,货到付款,2
ORD-20240701-07842,2024-07-01,2024,7,1,3,美妆,常规,美妆商品24,1844.43,1,1.0,1844.43,CUST-33510,陶晨,四川省,南充市,河北省超县璧山贵阳街e座 831863,联通时科信息有限公司电商店铺,3,支付宝,4
ORD-20220520-07843,2022-05-20,2022,5,20,2,电子产品,音响,JBL Flip 6,8341.28,1,0.87,7256.91,CUST-91960,杨彬,北京市,丰台区,内蒙古自治区宇市怀柔沈阳街a座 848393,同兴万点信息有限公司电商店铺,5,信用卡,7
ORD-20221202-07844,2022-12-02,2022,12,2,4,家居,灯具,吊灯,2092.92,3,1.0,6278.76,CUST-73179,张利,北京市,朝阳区,江苏省马鞍山市上街陈街a座 715354,趋势信息有限公司电商店铺,5,微信支付,6
ORD-20241010-07845,2024-10-10,2024,10,10,4,母婴,常规,母婴商品53,567.28,2,1.0,1134.56,CUST-45941,韦莹,湖南省,株洲市,江苏省秀兰市闵行沈阳街r座 234446,新格林耐特传媒有限公司电商店铺,3,微信支付,3
ORD-20240913-07846,2024-09-13,2024,9,13,3,图书,常规,图书商品92,494.84,3,1.0,1484.52,CUST-40115,韩亮,四川省,南充市,河南省莹县和平蔡街H座 888682,新格林耐特科技有限公司电商店铺,5,支付宝,6
ORD-20220106-07847,2022-01-06,2022,1,6,1,玩具,常规,玩具商品39,1919.36,1,0.79,1516.29,CUST-50321,董健,浙江省,宁波市,浙江省云县滨城南京街j座 429635,巨奥传媒有限公司电商店铺,3,货到付款,4
ORD-20231219-07848,2023-12-19,2023,12,19,4,玩具,常规,玩具商品48,218.25,1,1.0,218.25,CUST-90298,彭志强,北京市,西城区,四川省龙县朝阳王路E座 412410,巨奥传媒有限公司电商店铺,5,货到付款,10
ORD-20221206-07849,2022-12-06,2022,12,6,4,玩具,常规,玩具商品68,880.18,1,1.0,880.18,CUST-17682,杜丹,湖南省,湘潭市,北京市长春县魏都沈阳街A座 563066,创联世纪网络有限公司电商店铺,3,货到付款,4
ORD-20230815-07850,2023-08-15,2023,8,15,3,珠宝,常规,珠宝商品99,1242.74,1,1.0,1242.74,CUST-64802,黄冬梅,河南省,洛阳市,浙江省秀英县永川广州路C座 116224,艾提科信信息有限公司电商店铺,4,货到付款,1
ORD-20231020-07851,2023-10-20,2023,10,20,4,玩具,常规,玩具商品5,1295.49,2,0.8,2072.78,CUST-58203,简建平,北京市,西城区,湖北省柳县梁平杨街d座 116013,创亿网络有限公司电商店铺,4,微信支付,5
ORD-20230211-07852,2023-02-11,2023,2,11,1,玩具,常规,玩具商品96,435.57,3,1.0,1306.71,CUST-78880,苏鑫,江苏省,南京市,吉林省呼和浩特县龙潭赵路u座 271613,趋势信息有限公司电商店铺,4,货到付款,5
ORD-20231230-07853,2023-12-30,2023,12,30,4,美妆,常规,美妆商品93,494.78,1,0.93,460.15,CUST-38495,金桂荣,山东省,烟台市,江苏省辛集县锡山阜新路g座 658158,立信电子信息有限公司电商店铺,4,货到付款,2
ORD-20220320-07854,2022-03-20,2022,3,20,1,玩具,常规,玩具商品88,1111.81,1,1.0,1111.81,CUST-49979,路志强,江苏省,扬州市,海南省辉县高港六盘水路a座 858893,凌云科技有限公司电商店铺,3,支付宝,4
ORD-20221016-07855,2022-10-16,2022,10,16,4,服装,裤子,牛仔裤,1173.01,1,1.0,1173.01,CUST-12999,李梅,山东省,烟台市,吉林省呼和浩特市大东辽阳街k座 986064,立信电子信息有限公司电商店铺,5,货到付款,7
ORD-20221030-07856,2022-10-30,2022,10,30,4,玩具,常规,玩具商品70,579.05,1,1.0,579.05,CUST-99259,孙玉梅,上海市,徐汇区,河南省哈尔滨市南长国街a座 504430,兰金电子科技有限公司电商店铺,4,银联,10
ORD-20230530-07857,2023-05-30,2023,5,30,2,家居,家具,衣柜,3502.49,1,1.0,3502.49,CUST-65150,雷丹丹,北京市,丰台区,辽宁省想市丰都曹街H座 419232,兰金电子传媒有限公司电商店铺,3,货到付款,2
ORD-20221217-07858,2022-12-17,2022,12,17,4,珠宝,常规,珠宝商品94,1490.41,1,1.0,1490.41,CUST-40026,吴婷,上海市,浦东新区,西藏自治区香港市城北田路f座 792755,天开网络有限公司电商店铺,5,信用卡,10
ORD-20231130-07859,2023-11-30,2023,11,30,4,运动,常规,运动商品91,221.19,1,1.0,221.19,CUST-21599,袁欣,湖北省,宜昌市,湖南省成都县秀英上海街Y座 696559,新格林耐特科技有限公司电商店铺,5,货到付款,9
ORD-20220924-07860,2022-09-24,2022,9,24,3,母婴,常规,母婴商品91,1134.45,1,1.0,1134.45,CUST-45885,蔡彬,上海市,静安区,福建省深圳市新城香港路k座 225457,新格林耐特传媒有限公司电商店铺,5,支付宝,8
ORD-20241009-07861,2024-10-09,2024,10,9,4,电子产品,音响,哈曼卡顿Aura Studio 3,3597.47,1,0.84,3021.87,CUST-14774,李兵,浙江省,湖州市,台湾省成都市高港长春路c座 810464,毕博诚科技有限公司电商店铺,4,微信支付,2
ORD-20220524-07862,2022-05-24,2022,5,24,2,家居,灯具,落地灯,1404.57,1,1.0,1404.57,CUST-44958,杨坤,北京市,朝阳区,青海省哈尔滨县徐汇拉萨街g座 154109,华远软件传媒有限公司电商店铺,5,支付宝,10
ORD-20220213-07863,2022-02-13,2022,2,13,1,珠宝,常规,珠宝商品50,74.15,2,1.0,148.3,CUST-17429,钟莉,浙江省,温州市,宁夏回族自治区阜新市涪城彭街K座 479802,凌云网络有限公司电商店铺,4,微信支付,9
ORD-20231212-07864,2023-12-12,2023,12,12,4,母婴,常规,母婴商品32,155.9,1,1.0,155.9,CUST-80003,谢坤,浙江省,嘉兴市,上海市磊市高坪福州街s座 857220,襄樊地球村科技有限公司电商店铺,4,货到付款,3
ORD-20230323-07865,2023-03-23,2023,3,23,1,母婴,常规,母婴商品92,1092.77,6,0.79,5179.73,CUST-31994,王建国,河南省,洛阳市,广西壮族自治区军市蓟州太原街i座 348663,襄樊地球村科技有限公司电商店铺,4,银联,7
ORD-20230313-07866,2023-03-13,2023,3,13,1,服装,连衣裙,针织连衣裙,1861.99,1,0.7,1303.39,CUST-91813,郑龙,上海市,静安区,吉林省辛集市滨城西宁街c座 548378,中建创业信息有限公司电商店铺,5,支付宝,1
ORD-20230414-07867,2023-04-14,2023,4,14,2,运动,常规,运动商品80,1909.56,1,1.0,1909.56,CUST-45953,张桂荣,广东省,东莞市,吉林省兴城市六枝特李街L座 818733,戴硕电子科技有限公司电商店铺,3,支付宝,6
ORD-20220627-07868,2022-06-27,2022,6,27,2,玩具,常规,玩具商品85,147.46,1,0.72,106.17,CUST-16183,龚磊,浙江省,宁波市,天津市金凤市梁平六安路k座 684361,黄石金承科技有限公司电商店铺,4,货到付款,2
ORD-20230316-07869,2023-03-16,2023,3,16,1,服装,连衣裙,针织连衣裙,1041.21,1,0.91,947.5,CUST-96624,刘秀梅,湖北省,荆州市,浙江省梅县淄川燕街I座 905808,华远软件网络有限公司电商店铺,5,货到付款,1
ORD-20221115-07870,2022-11-15,2022,11,15,4,美妆,常规,美妆商品71,1208.68,3,1.0,3626.04,CUST-44271,黄兰英,四川省,南充市,贵州省广州市房山李街b座 284103,中建创业信息有限公司电商店铺,5,货到付款,5
